"Accession","Title","Technology","Taxonomy","Data.Rows","Samples.Count","Series.Count","Contact","Release.Date"
"GPL16755","Agilent-030687 Oryctolagus cuniculus kyushu_matsuo_custom [Probe Name version]","in situ oligonucleotide","Oryctolagus cuniculus",43684,12,1,"Satoshi Matsuo","Mar 06, 2013"
"GPL16758","Illumina Genome Analyzer IIx (Oryza coarctata)","high-throughput sequencing","Oryza coarctata",0,5,1,"GEO","Mar 06, 2013"
"GPL16760","Illumina Genome Analyzer II (Escherichia coli BL21(DE3))","high-throughput sequencing","Escherichia coli BL21(DE3)",0,3,1,"GEO","Mar 06, 2013"
"GPL16761","Illumina HiSeq 2000 (Fragaria vesca)","high-throughput sequencing","Fragaria vesca",0,13,3,"GEO","Mar 06, 2013"
"GPL16266","Agilent-022364 Oryzias latipes array (Feature Number version)","in situ oligonucleotide","Oryzias latipes",15207,26,1,"Hilary Miller","Mar 05, 2013"
"GPL16733","NimbleGen Mus musculus 2.1M 2007-09-21_MM8_Deluxe_Promoter_HX1 tiling design","in situ oligonucleotide","Mus musculus",2138023,14,4,"Xinxian Deng","Mar 05, 2013"
"GPL16754","Illumina HiSeq 2500 (Physcomitrella patens subsp. patens)","high-throughput sequencing","Physcomitrella patens",0,10,1,"GEO","Mar 05, 2013"
"GPL15395","[HT_HG-U133A] Affymetrix HT Human Genome U133A Array [custom CDF: ENTREZ brainarray v. 14]","in situ oligonucleotide","Homo sapiens",12139,57,1,"Dario Greco","Mar 04, 2013"
"GPL15396","[HT_HG-U133B] Affymetrix HT Human Genome U133B Array [custom CDF: ENTREZ brainarray v. 14]","in situ oligonucleotide","Homo sapiens",7906,57,1,"Dario Greco","Mar 04, 2013"
"GPL16304","Illumina HumanMethylation450 BeadChip [UBC enhanced annotation v1.0]","oligonucleotide beads","Homo sapiens",485512,4623,46,"Magda Price","Mar 04, 2013"
"GPL16742","Illumina HiSeq 2000 (Caragana korshinskii)","high-throughput sequencing","Caragana korshinskii",0,5,2,"GEO","Mar 04, 2013"
"GPL16743","Agilent-028383 SurePrint G3 Mouse Promoter Microarray 1x1M","in situ oligonucleotide","Mus musculus",969354,14,6,"Agilent Technologies","Mar 04, 2013"
"GPL16748","Illumina HiSeq 2000 (Escherichia coli O157:H7)","high-throughput sequencing","Escherichia coli O157:H7",0,4,1,"GEO","Mar 04, 2013"
"GPL16199","Agilent-038112 mouse miRNA microarray, Release 18.0 (Feature Number version)","in situ oligonucleotide","Mus musculus",62976,31,3,"Agilent Technologies","Mar 03, 2013"
"GPL16736","Soybean 1.3 Million CGH microarray","in situ oligonucleotide","Glycine max",1344283,9,1,"Robert M Stupar","Mar 02, 2013"
"GPL16739","SABiosciences  TGFβ/BMP Signaling Pathway PCR array","RT-PCR","Mus musculus",96,8,2,"fiorella ciaffoni","Mar 02, 2013"
"GPL16303","[atSNPtilx520433] Arabidopsis Tiling array [TAIR9-based custom CDF, ORF version]","in situ oligonucleotide","Arabidopsis thaliana",26887,208,1,"David Bryant Lowry","Mar 01, 2013"
"GPL15533","NimbleGen Brucella melitensis 16M Gene Expression Array [BMEL-00001-X]","in situ oligonucleotide","Brucella melitensis bv. 1 str. 16M",3198,4,1,"Erik Petersen","Mar 01, 2013"
"GPL15615","SMD Print_1430 hr1","spotted DNA/cDNA","Homo sapiens",45696,113,1,"Stephen Popper","Mar 01, 2013"
"GPL15878","JCVI Synechococcus sp. CC9311 21k v1.0 [gene-centered version]","mixed spotted oligonucleotide/cDNA","Synechococcus sp. CC9311",2906,12,1,"Sasha Tetu","Mar 01, 2013"
"GPL15879","JCVI Synechococcus sp. WH 8102 19K v2.0 [gene-centered version]","mixed spotted oligonucleotide/cDNA","Synechococcus sp. WH 8102",2540,12,1,"Sasha Tetu","Mar 01, 2013"
"GPL16169","Candida albicans ENS oligo array version 1.0 [Full array version]","spotted oligonucleotide","Candida albicans",13056,12,5,"Rajendra Prasad","Mar 01, 2013"
"GPL16281","Princeton Microarray Facility AOA Archetype Microarray BC014","spotted oligonucleotide","synthetic construct",31,15,1,"Silvia Newell","Mar 01, 2013"
"GPL16299","NanoString nCounter mRNA Human Cancer Reference Kit","other","Homo sapiens",250,254,1,"Luciano Cascione","Mar 01, 2013"
"GPL16415","Agilent-037970 Listeria monocytogenes EGD-e [Probe Name version]","in situ oligonucleotide","Listeria monocytogenes EGD-e",2866,15,1,"wang liang","Mar 01, 2013"
"GPL16487","Agilent-037288 Timecourse_Insect_Virus","in situ oligonucleotide","Helicoverpa armigera;Helicoverpa zea",34489,8,1,"Quan Hoang Nguyen","Mar 01, 2013"
"GPL16556","Custom Human ABC transporter gene RT-PCR assays","RT-PCR","Homo sapiens",49,111,1,"Pavel Soucek","Mar 01, 2013"
"GPL16565","Agilent-037908 Sider C. elegans 60K","in situ oligonucleotide","Caenorhabditis elegans",55582,12,1,"Xicotencatl Gracida","Mar 01, 2013"
"GPL16720","Affymetrix Maize Genome Array [CDF:SYNG007a520046]","in situ oligonucleotide","Zea mays",82662,150,1,"Gregory S Downs","Mar 01, 2013"
"GPL16730","Agilent-039659 hs_miR_18_addvirus 038169","in situ oligonucleotide","Homo sapiens",62976,28,6,"Huibo Wang","Mar 01, 2013"
"GPL16731","Agilent Human gut metagenome array","in situ oligonucleotide","human gut metagenome",4441,49,4,"Nicolas Parisot","Mar 01, 2013"
"GPL16735","Illumina HiSeq 2000 (Pseudopodoces humilis)","high-throughput sequencing","Pseudopodoces humilis",0,2,1,"GEO","Mar 01, 2013"
"GPL16738","Illumina HiSeq 2000 (Candida dubliniensis)","high-throughput sequencing","Candida dubliniensis",0,2,1,"GEO","Mar 01, 2013"
"GPL16115","MOLMIBI_CH34_array [Agilent-034995]","in situ oligonucleotide","Cupriavidus metallidurans CH34",15207,78,6,"Cornelia Große","Feb 28, 2013"
"GPL16727","[Blactisa520677F] Custom Affymetrix Bifidobacteria Genome Array","in situ oligonucleotide","Bifidobacterium animalis subsp. lactis;Bifidobacterium longum",5037,24,1,"Taylor S Oberg","Feb 28, 2013"
"GPL15331","Agilent-026817 University_Surrey_HumanSleep_44k_v1","in situ oligonucleotide","Homo sapiens",45220,830,5,"Emma Laing","Feb 27, 2013"
"GPL16723","Vibrio vulnificus whole genome TwinChip","spotted oligonucleotide","Vibrio vulnificus CMCP6",3502,6,1,"Jonggyu Lim","Feb 27, 2013"
"GPL16725","Agilent-026176 Alcanivorax borkumensis SK2 (Probe Name version)","in situ oligonucleotide","Alcanivorax borkumensis SK2",8353,47,2,"Daniela Jasmin Näther","Feb 27, 2013"
"GPL16690","Yale Lu Human/Mouse microRNA v2.0","spotted oligonucleotide","Homo sapiens;Human gammaherpesvirus 4;Mus musculus",636,293,2,"Stephen Mastriano","Feb 26, 2013"
"GPL16697","Agilent-022089 sim-sech.v.1.3","in situ oligonucleotide","Drosophila melanogaster",15167,132,1,"Deniz Erezyilmaz","Feb 26, 2013"
"GPL16717","090828_Populus_135K_EXP","in situ oligonucleotide","Populus trichocarpa",49476,36,1,"Ilga Porth","Feb 26, 2013"
"GPL16724","AB 5500xl Genetic Analyzer (Pseudomonas aeruginosa PAO1)","high-throughput sequencing","Pseudomonas aeruginosa PAO1",0,9,1,"GEO","Feb 26, 2013"
"GPL16726","Illumina HiSeq 2000 (Atelerix albiventris)","high-throughput sequencing","Atelerix albiventris",0,2,2,"GEO","Feb 26, 2013"
"GPL16719","AB SOLiD 4 System (Trichoderma reesei)","high-throughput sequencing","Trichoderma reesei",0,8,1,"GEO","Feb 25, 2013"
"GPL14988","UMN MtDEFL 1.0","in situ oligonucleotide","Medicago truncatula",969,99,4,"Kevin A Silverstein","Feb 23, 2013"
"GPL14998","UMN AtDEFL 1.0","in situ oligonucleotide","Arabidopsis thaliana",656,66,3,"Kevin A Silverstein","Feb 23, 2013"
"GPL11489","University of Padova_Sparus aurata_4x44K_v2.0","in situ oligonucleotide","Sparus aurata",44068,16,1,"Serena Ferraresso","Feb 22, 2013"
"GPL16709","Agilent-042421 Rabbit BDR version 2 [Feature Number Version]","in situ oligonucleotide","Oryctolagus cuniculus",62976,0,0,"Vincent Jacquier","Feb 22, 2013"
"GPL16712","AB SOLiD 4 System (Bartonella henselae)","high-throughput sequencing","Bartonella henselae",0,4,1,"GEO","Feb 22, 2013"
"GPL16715","Illumina Genome Analyzer IIx (Neisseria lactamica 020-06)","high-throughput sequencing","Neisseria lactamica 020-06",0,2,1,"GEO","Feb 22, 2013"
"GPL16276","University of Victoria/Caren Helbing Laboratory Frog MAGEX DNA array version 2008","spotted DNA/cDNA","Lithobates catesbeianus;Rana pipiens;Xenopus laevis",1476,215,5,"Nik Veldhoen","Feb 21, 2013"
"GPL16689","LC Sciences Human Frog Zebrafish miRNA 1.4K (G4.2miRHumanFrogZebrafish_15)","in situ oligonucleotide","Danio rerio;Homo sapiens;Pipidae",1427,3,1,"Christoph Eicken","Feb 21, 2013"
"GPL16707","NimbleGen Human Whole Genome CGH array [100718_HG18_WG_CGH_v3.1_HX12]","in situ oligonucleotide","Homo sapiens",134937,661,6,"NimbleGen Systems, Inc.","Feb 21, 2013"
"GPL16708","Illumina HiSeq 2000 (Mycobacterium gilvum PYR-GCK)","high-throughput sequencing","Mycolicibacterium gilvum PYR-GCK",0,2,1,"GEO","Feb 21, 2013"
"GPL16710","Illumina HiSeq 2000 (Citrus aurantiifolia)","high-throughput sequencing","Citrus aurantiifolia",0,2,1,"GEO","Feb 21, 2013"
"GPL13165","Medsaic Human DotScan antibody microarray v3","spotted peptide or protein","Homo sapiens",57,134,1,"Joshua WK Ho","Feb 20, 2013"
"GPL15425","Agilent-030568 Custom Oryzias latipes microarray (UT2010)","in situ oligonucleotide","Oryzias latipes",45220,4,1,"Tokiro Ishikawa","Feb 20, 2013"
"GPL16385","Agilent-020166 Candida albicans 8 x 15k Custom Expression Array","in situ oligonucleotide","Candida albicans",15743,33,2,"Richard J Bennett","Feb 20, 2013"
"GPL16692","[Blactisa520677F] Custom Affymetrix Bifidobacteria Genome Array [gene-level]","in situ oligonucleotide","Bifidobacterium animalis subsp. lactis",1762,24,1,"Taylor S Oberg","Feb 20, 2013"
"GPL16693","PHRI-UMNDJ-CAG Bacillis subtilis 4.1K V1.0","spotted oligonucleotide","Bacillus subtilis",4128,4,1,"Saleena Ghanny","Feb 20, 2013"
"GPL16699","Agilent-039494 SurePrint G3 Human GE v2 8x60K Microarray 039381 (Feature Number version)","in situ oligonucleotide","Homo sapiens",62976,2921,242,"Agilent Technologies","Feb 20, 2013"
"GPL16694","Agilent-022522 SurePrint G3 CGH array 4X180K (Probe Name version)","in situ oligonucleotide","Homo sapiens",177071,298,7,"Agilent Technologies","Feb 19, 2013"
"GPL15983","NimbleGen-Geobacter metallireducens GS-15-v1.0","in situ oligonucleotide","Geobacter metallireducens GS-15",72037,8,1,"Jessica Amber Smith","Feb 18, 2013"
"GPL16307","Agilent-017298 chicken Array (017298_D_20070718)","in situ oligonucleotide","Gallus gallus",45220,8,1,"Derrick Jamaal Coble","Feb 17, 2013"
"GPL16494","Agilent-028516 Custom human mapping supercoiling array (CN1)","in situ oligonucleotide","Homo sapiens",173214,28,2,"Nick Gilbert","Feb 17, 2013"
"GPL16498","Nimblegen_Human_720K_Chr11extra","in situ oligonucleotide","Homo sapiens",718882,10,2,"Nick Gilbert","Feb 17, 2013"
"GPL15269","Agilent-023741 Mparatuberculosis K10 Genome Array (Feature Number version)","in situ oligonucleotide","Mycobacterium avium subsp. paratuberculosis K-10",15744,30,2,"Jenn-Wei Chen","Feb 16, 2013"
"GPL16548","NimbleGen Human ENCODE Tiling Array [Design name: 2007-06-27_MOD_ENCODE_0307_50mer]","in situ oligonucleotide","Homo sapiens",384662,15,3,"Damian Wojtowicz","Feb 16, 2013"
"GPL15653","CapitalBio 36K Mouse Genome Array","spotted oligonucleotide","Mus musculus",33696,6,1,"Li-Xin Wang","Feb 15, 2013"
"GPL16685","Agilent custom 180K MA array platform","in situ oligonucleotide","synthetic construct",65536,12,1,"Ishminder Mann","Feb 15, 2013"
"GPL16687","Illumina Genome Analyzer IIx (Acinetobacter oleivorans DR1)","high-throughput sequencing","Acinetobacter oleivorans DR1",0,4,2,"GEO","Feb 15, 2013"
"GPL15240","SMD Print_1162 lc-51","spotted DNA/cDNA","Homo sapiens",38784,61,3,"Michael Griffiths","Feb 14, 2013"
"GPL15241","SMD Print_1188 lc-54","spotted DNA/cDNA","Homo sapiens",38784,36,2,"Michael Griffiths","Feb 14, 2013"
"GPL15242","SMD Print_1370 cpbl","spotted DNA/cDNA","Homo sapiens",49152,70,2,"Michael Griffiths","Feb 14, 2013"
"GPL16569","[SNOWBALLs520824F] Affymetrix Porcine Snowball Array","in situ oligonucleotide","Sus scrofa",47845,1047,26,"Lynsey Fairbairn","Feb 14, 2013"
"GPL16686","[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]","in situ oligonucleotide","Homo sapiens",53981,7932,576,"Affymetrix, Inc.","Feb 14, 2013"
"GPL15489","Combimatrix 90k TomatArray 1.0","in situ oligonucleotide","Solanum lycopersicum",20201,22,1,"Antonio Di Matteo","Feb 12, 2013"
"GPL16618","SABiosciences Human miRNome miRNA PCR Array [MAH-3200G]","RT-PCR","Homo sapiens",768,2,1,"Ruth Ruiz-Esparza","Feb 12, 2013"
"GPL16619","Agilent-015539 human custom 244k CGH array","in situ oligonucleotide","Homo sapiens",243504,14,2,"Andy Pang","Feb 12, 2013"
"GPL16620","NimbleGen human 42M CGH array, 1 of 60 [2007-05-18_HG18_Sanger_CGH_01]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16621","NimbleGen human 42M CGH array, 2 of 60 [2007-05-18_HG18_Sanger_CGH_02]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16622","NimbleGen human 42M CGH array, 3 of 60 [2007-05-18_HG18_Sanger_CGH_03]","in situ oligonucleotide","Homo sapiens",716836,1,2,"Andy Pang","Feb 12, 2013"
"GPL16623","NimbleGen human 42M CGH array, 4 of 60 [2007-05-18_HG18_Sanger_CGH_04]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16624","NimbleGen human 42M CGH array, 5 of 60 [2007-05-18_HG18_Sanger_CGH_05]","in situ oligonucleotide","Homo sapiens",699699,1,2,"Andy Pang","Feb 12, 2013"
"GPL16625","NimbleGen human 42M CGH array, 6 of 60 [2007-05-18_HG18_Sanger_CGH_06]","in situ oligonucleotide","Homo sapiens",716835,1,2,"Andy Pang","Feb 12, 2013"
"GPL16626","NimbleGen human 42M CGH array, 7 of 60 [2007-05-18_HG18_Sanger_CGH_07]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16627","NimbleGen human 42M CGH array, 8 of 60 [2007-05-18_HG18_Sanger_CGH_08]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16628","NimbleGen human 42M CGH array, 9 of 60 [2007-05-18_HG18_Sanger_CGH_09]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16629","NimbleGen human 42M CGH array, 10 of 60 [2007-05-18_HG18_Sanger_CGH_10]","in situ oligonucleotide","Homo sapiens",714321,1,2,"Andy Pang","Feb 12, 2013"
"GPL16630","NimbleGen human 42M CGH array, 11 of 60 [2007-05-18_HG18_Sanger_CGH_11]","in situ oligonucleotide","Homo sapiens",716837,1,2,"Andy Pang","Feb 12, 2013"
"GPL16631","NimbleGen human 42M CGH array, 12 of 60 [2007-05-18_HG18_Sanger_CGH_12]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16632","NimbleGen human 42M CGH array, 13 of 60 [2007-05-18_HG18_Sanger_CGH_13]","in situ oligonucleotide","Homo sapiens",716821,1,2,"Andy Pang","Feb 12, 2013"
"GPL16633","NimbleGen human 42M CGH array, 14 of 60 [2007-05-18_HG18_Sanger_CGH_14]","in situ oligonucleotide","Homo sapiens",707454,1,2,"Andy Pang","Feb 12, 2013"
"GPL16634","NimbleGen human 42M CGH array, 15 of 60 [2007-05-18_HG18_Sanger_CGH_15]","in situ oligonucleotide","Homo sapiens",716832,1,2,"Andy Pang","Feb 12, 2013"
"GPL16635","NimbleGen human 42M CGH array, 16 of 60 [2007-05-18_HG18_Sanger_CGH_16]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16636","NimbleGen human 42M CGH array, 17 of 60 [2007-05-18_HG18_Sanger_CGH_17]","in situ oligonucleotide","Homo sapiens",716833,1,2,"Andy Pang","Feb 12, 2013"
"GPL16637","NimbleGen human 42M CGH array, 18 of 60 [2007-05-18_HG18_Sanger_CGH_18]","in situ oligonucleotide","Homo sapiens",706850,1,2,"Andy Pang","Feb 12, 2013"
"GPL16638","NimbleGen human 42M CGH array, 19 of 60 [2007-05-18_HG18_Sanger_CGH_19]","in situ oligonucleotide","Homo sapiens",716796,1,2,"Andy Pang","Feb 12, 2013"
"GPL16639","NimbleGen human 42M CGH array, 20 of 60 [2007-05-18_HG18_Sanger_CGH_20]","in situ oligonucleotide","Homo sapiens",716828,1,2,"Andy Pang","Feb 12, 2013"
"GPL16640","NimbleGen human 42M CGH array, 21 of 60 [2007-05-18_HG18_Sanger_CGH_21]","in situ oligonucleotide","Homo sapiens",716809,1,2,"Andy Pang","Feb 12, 2013"
"GPL16641","NimbleGen human 42M CGH array, 22 of 60 [2007-05-18_HG18_Sanger_CGH_22]","in situ oligonucleotide","Homo sapiens",714953,1,2,"Andy Pang","Feb 12, 2013"
"GPL16642","NimbleGen human 42M CGH array, 23 of 60 [2007-05-18_HG18_Sanger_CGH_23]","in situ oligonucleotide","Homo sapiens",716823,1,2,"Andy Pang","Feb 12, 2013"
"GPL16643","NimbleGen human 42M CGH array, 24 of 60 [2007-05-18_HG18_Sanger_CGH_24]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16644","NimbleGen human 42M CGH array, 25 of 60 [2007-05-18_HG18_Sanger_CGH_25]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16645","NimbleGen human 42M CGH array, 26 of 60 [2007-05-18_HG18_Sanger_CGH_26]","in situ oligonucleotide","Homo sapiens",688586,1,2,"Andy Pang","Feb 12, 2013"
"GPL16646","NimbleGen human 42M CGH array, 27 of 60 [2007-05-18_HG18_Sanger_CGH_27]","in situ oligonucleotide","Homo sapiens",716750,1,2,"Andy Pang","Feb 12, 2013"
"GPL16647","NimbleGen human 42M CGH array, 28 of 60 [2007-05-18_HG18_Sanger_CGH_28]","in situ oligonucleotide","Homo sapiens",716788,1,2,"Andy Pang","Feb 12, 2013"
"GPL16648","NimbleGen human 42M CGH array, 29 of 60 [2007-05-18_HG18_Sanger_CGH_29]","in situ oligonucleotide","Homo sapiens",709655,1,2,"Andy Pang","Feb 12, 2013"
"GPL16649","NimbleGen human 42M CGH array, 30 of 60 [2007-05-18_HG18_Sanger_CGH_30]","in situ oligonucleotide","Homo sapiens",716756,1,2,"Andy Pang","Feb 12, 2013"
"GPL16650","NimbleGen human 42M CGH array, 31 of 60 [2007-05-18_HG18_Sanger_CGH_31]","in situ oligonucleotide","Homo sapiens",716833,1,2,"Andy Pang","Feb 12, 2013"
"GPL16651","NimbleGen human 42M CGH array, 32 of 60 [2007-05-18_HG18_Sanger_CGH_32]","in situ oligonucleotide","Homo sapiens",710020,1,2,"Andy Pang","Feb 12, 2013"
"GPL16652","NimbleGen human 42M CGH array, 33 of 60 [2007-05-18_HG18_Sanger_CGH_33]","in situ oligonucleotide","Homo sapiens",716807,1,2,"Andy Pang","Feb 12, 2013"
"GPL16653","NimbleGen human 42M CGH array, 34 of 60 [2007-05-18_HG18_Sanger_CGH_34]","in situ oligonucleotide","Homo sapiens",716773,1,2,"Andy Pang","Feb 12, 2013"
"GPL16654","NimbleGen human 42M CGH array, 35 of 60 [2007-05-18_HG18_Sanger_CGH_35]","in situ oligonucleotide","Homo sapiens",707455,1,2,"Andy Pang","Feb 12, 2013"
"GPL16655","NimbleGen human 42M CGH array, 36 of 60 [2007-05-18_HG18_Sanger_CGH_36]","in situ oligonucleotide","Homo sapiens",716826,1,2,"Andy Pang","Feb 12, 2013"
"GPL16656","NimbleGen human 42M CGH array, 37 of 60 [2007-05-18_HG18_Sanger_CGH_37]","in situ oligonucleotide","Homo sapiens",715429,1,2,"Andy Pang","Feb 12, 2013"
"GPL16657","NimbleGen human 42M CGH array, 38 of 60 [2007-05-18_HG18_Sanger_CGH_38]","in situ oligonucleotide","Homo sapiens",716793,1,2,"Andy Pang","Feb 12, 2013"
"GPL16658","NimbleGen human 42M CGH array, 39 of 60 [2007-05-18_HG18_Sanger_CGH_39]","in situ oligonucleotide","Homo sapiens",716830,1,2,"Andy Pang","Feb 12, 2013"
"GPL16659","NimbleGen human 42M CGH array, 40 of 60 [2007-05-18_HG18_Sanger_CGH_40]","in situ oligonucleotide","Homo sapiens",714968,1,2,"Andy Pang","Feb 12, 2013"
"GPL16660","NimbleGen human 42M CGH array, 41 of 60 [2007-05-18_HG18_Sanger_CGH_41]","in situ oligonucleotide","Homo sapiens",716832,1,2,"Andy Pang","Feb 12, 2013"
"GPL16661","NimbleGen human 42M CGH array, 42 of 60 [2007-05-18_HG18_Sanger_CGH_42]","in situ oligonucleotide","Homo sapiens",716805,1,2,"Andy Pang","Feb 12, 2013"
"GPL16662","NimbleGen human 42M CGH array, 43 of 60 [2007-05-18_HG18_Sanger_CGH_43]","in situ oligonucleotide","Homo sapiens",716806,1,2,"Andy Pang","Feb 12, 2013"
"GPL16663","NimbleGen human 42M CGH array, 44 of 60 [2007-05-18_HG18_Sanger_CGH_44]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16664","NimbleGen human 42M CGH array, 45 of 60 [2007-05-18_HG18_Sanger_CGH_45]","in situ oligonucleotide","Homo sapiens",713921,1,2,"Andy Pang","Feb 12, 2013"
"GPL16665","NimbleGen human 42M CGH array, 46 of 60 [2007-05-18_HG18_Sanger_CGH_46]","in situ oligonucleotide","Homo sapiens",716838,1,2,"Andy Pang","Feb 12, 2013"
"GPL16666","NimbleGen human 42M CGH array, 47 of 60 [2007-05-18_HG18_Sanger_CGH_47]","in situ oligonucleotide","Homo sapiens",716828,1,2,"Andy Pang","Feb 12, 2013"
"GPL16667","NimbleGen human 42M CGH array, 48 of 60 [2007-05-18_HG18_Sanger_CGH_48]","in situ oligonucleotide","Homo sapiens",707917,1,2,"Andy Pang","Feb 12, 2013"
"GPL16668","NimbleGen human 42M CGH array, 49 of 60 [2007-05-18_HG18_Sanger_CGH_49]","in situ oligonucleotide","Homo sapiens",716826,1,2,"Andy Pang","Feb 12, 2013"
"GPL16669","NimbleGen human 42M CGH array, 50 of 60 [2007-05-18_HG18_Sanger_CGH_50]","in situ oligonucleotide","Homo sapiens",715667,1,2,"Andy Pang","Feb 12, 2013"
"GPL16670","NimbleGen human 42M CGH array, 51 of 60 [2007-05-18_HG18_Sanger_CGH_51]","in situ oligonucleotide","Homo sapiens",716777,1,2,"Andy Pang","Feb 12, 2013"
"GPL16671","NimbleGen human 42M CGH array, 52 of 60 [2007-05-18_HG18_Sanger_CGH_52]","in situ oligonucleotide","Homo sapiens",690757,1,2,"Andy Pang","Feb 12, 2013"
"GPL16672","NimbleGen human 42M CGH array, 53 of 60 [2007-05-18_HG18_Sanger_CGH_53]","in situ oligonucleotide","Homo sapiens",716755,1,2,"Andy Pang","Feb 12, 2013"
"GPL16673","NimbleGen human 42M CGH array, 54 of 60 [2007-05-18_HG18_Sanger_CGH_54]","in situ oligonucleotide","Homo sapiens",713772,1,2,"Andy Pang","Feb 12, 2013"
"GPL16674","NimbleGen human 42M CGH array, 55 of 60 [2007-05-18_HG18_Sanger_CGH_55]","in situ oligonucleotide","Homo sapiens",716827,1,2,"Andy Pang","Feb 12, 2013"
"GPL16675","NimbleGen human 42M CGH array, 56 of 60 [2007-05-18_HG18_Sanger_CGH_56]","in situ oligonucleotide","Homo sapiens",697707,1,2,"Andy Pang","Feb 12, 2013"
"GPL16676","NimbleGen human 42M CGH array, 57 of 60 [2007-05-18_HG18_Sanger_CGH_57]","in situ oligonucleotide","Homo sapiens",713461,1,2,"Andy Pang","Feb 12, 2013"
"GPL16677","NimbleGen human 42M CGH array, 58 of 60 [2007-05-18_HG18_Sanger_CGH_58]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16678","NimbleGen human 42M CGH array, 59 of 60 [2007-05-18_HG18_Sanger_CGH_59]","in situ oligonucleotide","Homo sapiens",716840,1,2,"Andy Pang","Feb 12, 2013"
"GPL16679","NimbleGen human 42M CGH array, 60 of 60 [2007-05-18_HG18_Sanger_CGH_60]","in situ oligonucleotide","Homo sapiens",338420,1,2,"Andy Pang","Feb 12, 2013"
"GPL16609","Illumina HiSeq 2000 (Xanthomonas oryzae pv. oryzae)","high-throughput sequencing","Xanthomonas oryzae pv. oryzae",0,3,1,"GEO","Feb 11, 2013"
"GPL16611","454 GS FLX Titanium (Arabidopsis thaliana)","high-throughput sequencing","Arabidopsis thaliana",0,1,1,"GEO","Feb 11, 2013"
"GPL16616","Illumina HiSeq 2000 (Mus musculus x Mus spretus)","high-throughput sequencing","Mus musculus x Mus spretus",0,4,5,"GEO","Feb 11, 2013"
"GPL16617","Illumina Genome Analyzer IIx (Mus musculus x Mus spretus)","high-throughput sequencing","Mus musculus x Mus spretus",0,11,6,"GEO","Feb 11, 2013"
"GPL16605","NimbleGen_MM9_3x720K_Refseq_Promoter [090618_MM9_Refseq_Prom_ChIP]","in situ oligonucleotide","Mus musculus",714900,15,3,"James P Reddington","Feb 09, 2013"
"GPL16604","Agilent-032034 VPC Human 180K v3 (Probe Name version)","in situ oligonucleotide","Homo sapiens",175337,185,10,"Colleen Nelson","Feb 08, 2013"
"GPL16606","Agilent-037644 Vibrio harveyi 15.7K Vharveyi_2011","in situ oligonucleotide","Vibrio harveyi",15744,44,9,"Julia van Kessel","Feb 08, 2013"
"GPL16127","Agilent-022099 Custom Leuconostoc gasicomitatum LMG 18811 oligoarray 2.1","spotted oligonucleotide","Leuconostoc gelidum subsp. gasicomitatum LMG 18811",15208,15,2,"Elina Jääskeläinen","Feb 07, 2013"
"GPL16599","LC_MRA-1050_miRHoneybee_17","in situ oligonucleotide","Apis mellifera",3968,0,0,"Christoph Eicken","Feb 07, 2013"
"GPL16601","MRA-1001_miRHuman_18 (miRNA named version)","in situ oligonucleotide","Homo sapiens",1923,27,5,"Christoph Eicken","Feb 07, 2013"
"GPL16602","MRA-1050_miRHoneybee_17 (miRNA named version)","in situ oligonucleotide","Apis mellifera",224,24,3,"Christoph Eicken","Feb 07, 2013"
"GPL16607","Illumina HiSeq 2000 (Plasmodium falciparum)","high-throughput sequencing","Plasmodium falciparum",0,322,10,"GEO","Feb 07, 2013"
"GPL15738","University of Verona Bifidobacterium 35K array","spotted oligonucleotide","Bifidobacterium",35752,17,3,"Marco Ventura","Feb 06, 2013"
"GPL15788","NimbleGen Bacteroides fragilis 638R custom array [091125_Bfra_CJS_exp]","in situ oligonucleotide","Bacteroides fragilis 638R",4341,20,3,"Charles Jeffrey Smith","Feb 06, 2013"
"GPL16591","LC_MRA-1001_miRHuman_18","in situ oligonucleotide","Homo sapiens",3968,4,2,"Christoph Eicken","Feb 06, 2013"
